Município,Quantidade_SUS,Quantidade_Não_SUS
354580 SANTA BARBARA D'OESTE,116,80
354630 SANTA CRUZ DAS PALMEIRAS,25,10
354640 SANTA CRUZ DO RIO PARDO,55,41
354660 SANTA FE DO SUL,58,23
354680 SANTA ISABEL,71,11
354690 SANTA LUCIA,-,8
354700 SANTA MARIA DA SERRA,6,-
354730 SANTANA DE PARNAIBA,62,-
354750 SANTA RITA DO PASSA QUATRO,253,12
354760 SANTA ROSA DE VITERBO,19,13
354770 SANTO ANASTACIO,37,19
354780 SANTO ANDRE,763,797
354790 SANTO ANTONIO DA ALEGRIA,9,-
354850 SANTOS,720,907
354860 SAO BENTO DO SAPUCAI,26,14
354870 SAO BERNARDO DO CAMPO,719,1042
354880 SAO CAETANO DO SUL,177,618
354890 SAO CARLOS,171,246
354910 SAO JOAO DA BOA VISTA,94,105
354940 SAO JOAQUIM DA BARRA,63,41
354970 SAO JOSE DO RIO PARDO,79,62
354980 SAO JOSE DO RIO PRETO,1050,1119
354990 SAO JOSE DOS CAMPOS,735,855
354995 SAO LOURENCO DA SERRA,-,60
355000 SAO LUIS DO PARAITINGA,16,9
355010 SAO MANUEL,42,16
355020 SAO MIGUEL ARCANJO,80,-
355030 SAO PAULO,15409,14884
355040 SAO PEDRO,51,12
355060 SAO ROQUE,62,212
355070 SAO SEBASTIAO,99,12
355080 SAO SEBASTIAO DA GRAMA,26,4
355090 SAO SIMAO,36,4
355100 SAO VICENTE,182,101
355150 SERRANA,82,2
355160 SERRA NEGRA,33,16
355170 SERTAOZINHO,61,73
355200 SILVEIRAS,2,-
355210 SOCORRO,63,7
355220 SOROCABA,904,723
355230 SUD MENNUCCI,20,2
355240 SUMARE,182,9
355250 SUZANO,191,161
355260 TABAPUA,11,19
355270 TABATINGA,22,13
355280 TABOAO DA SERRA,289,161
355300 TAGUAI,24,5
355320 TAIUVA,4,-
355330 TAMBAU,28,8
355340 TANABI,30,42
355360 TAPIRATIBA,15,1
355370 TAQUARITINGA,74,48
355380 TAQUARITUBA,32,15
355400 TATUI,78,51
355410 TAUBATE,366,150
355430 TEODORO SAMPAIO,52,6
355440 TERRA ROXA,30,4
355450 TIETE,33,22
355470 TORRINHA,13,7
355480 TREMEMBE,-,10
355500 TUPA,324,16
355510 TUPI PAULISTA,30,18
355540 UBATUBA,83,3
355580 URANIA,24,2
355600 URUPES,10,10
355620 VALINHOS,56,86
355630 VALPARAISO,31,24
355640 VARGEM GRANDE DO SUL,31,19
355650 VARZEA PAULISTA,31,2
355660 VERA CRUZ,-,72
355670 VINHEDO,62,23
355680 VIRADOURO,30,18
355700 VOTORANTIM,64,38
355710 VOTUPORANGA,115,96
355720 CHAVANTES,30,21
410020 ADRIANOPOLIS,3,-
410030 AGUDOS DO SUL,12,-
410045 ALTAMIRA DO PARANA,19,-
410050 ALTONIA,39,-
410060 ALTO PARANA,19,1
410080 ALVORADA DO SUL,20,-
410090 AMAPORA,13,-
410100 AMPERE,33,1
410110 ANDIRA,57,5
410120 ANTONINA,31,-
410130 ANTONIO OLINTO,2,-
410140 APUCARANA,159,103
410150 ARAPONGAS,322,66
410160 ARAPOTI,32,-
410170 ARARUNA,20,-
410180 ARAUCARIA,62,-
410190 ASSAI,38,11
410200 ASSIS CHATEAUBRIAND,68,9
410210 ASTORGA,90,9
410240 BANDEIRANTES,62,50
410250 BARBOSA FERRAZ,1,-
410280 BELA VISTA DO PARAISO,17,-
410290 BITURUNA,43,-
410305 BOA VISTA DA APARECIDA,20,-
410310 BOCAIUVA DO SUL,9,-
410320 BOM SUCESSO,29,-
410330 BORRAZOPOLIS,26,-
410360 CAMBARA,89,6
410370 CAMBE,82,36
410390 CAMPINA DA LAGOA,26,8
410400 CAMPINA GRANDE DO SUL,323,33
410420 CAMPO LARGO,776,52
410430 CAMPO MOURAO,149,66
410440 CANDIDO DE ABREU,31,-
410442 CANDOI,39,2
410450 CAPANEMA,28,10
410460 CAPITAO LEONIDAS MARQUES,32,2
410470 CARLOPOLIS,50,-
410480 CASCAVEL,590,374
410490 CASTRO,84,35
410510 CENTENARIO DO SUL,25,-
410520 CERRO AZUL,17,-
410530 CEU AZUL,28,8
410540 CHOPINZINHO,70,7
410550 CIANORTE,124,40
410560 CIDADE GAUCHA,22,-
410570 CLEVELANDIA,49,7
410580 COLOMBO,71,36
410590 COLORADO,80,21
410600 CONGONHINHAS,24,-
410610 CONSELHEIRO MAIRINCK,20,-
410620 CONTENDA,16,-
410630 CORBELIA,33,-
410640 CORNELIO PROCOPIO,185,108
410650 CORONEL VIVIDA,46,15
410660 CRUZEIRO DO OESTE,32,-
410670 CRUZEIRO DO SUL,11,-
410680 CRUZ MACHADO,35,-
410690 CURITIBA,2458,2569
410700 CURIUVA,16,3
410710 DIAMANTE DO NORTE,19,-
410720 DOIS VIZINHOS,41,10
410750 ENGENHEIRO BELTRAO,31,3
410753 ENTRE RIOS DO OESTE,10,2
410760 FAXINAL,22,-
410765 FAZENDA RIO GRANDE,47,-
410775 FIGUEIRA,31,-
410790 FLORESTA,23,-
410800 FLORESTOPOLIS,17,-
410820 FORMOSA DO OESTE,44,1
410830 FOZ DO IGUACU,297,125
410832 FRANCISCO ALVES,10,-
410840 FRANCISCO BELTRAO,208,71
410855 GODOY MOREIRA,10,-
410860 GOIOERE,53,45
410870 GRANDES RIOS,26,-
410880 GUAIRA,50,12
410890 GUAIRACA,16,-
410900 GUAPIRAMA,4,-
410930 GUARANIACU,38,1
410940 GUARAPUAVA,284,141
410950 GUARAQUECABA,14,-
410960 GUARATUBA,32,-
410970 IBAITI,51,-
410975 IBEMA,43,-
410980 IBIPORA,63,64
411030 INAJA,11,-
411040 INDIANOPOLIS,16,-
411050 IPIRANGA,18,-
411060 IPORA,31,-
411070 IRATI,123,92
411080 IRETAMA,19,-
411095 ITAIPULANDIA,25,-
411100 ITAMBARACA,21,-
411125 ITAPERUCU,34,-
411130 ITAUNA DO SUL,17,-
411140 IVAI,16,-
411150 IVAIPORA,190,21
411170 JABOTI,18,-
411180 JACAREZINHO,86,31
411190 JAGUAPITA,28,-
411200 JAGUARIAIVA,71,-
411210 JANDAIA DO SUL,345,11
411240 JAPURA,16,3
411250 JARDIM ALEGRE,23,-
411275 JESUITAS,30,4
411280 JOAQUIM TAVORA,26,5
411290 JUNDIAI DO SUL,14,-
411300 JUSSARA,18,-
411310 KALORE,23,-
411320 LAPA,106,40
411330 LARANJEIRAS DO SUL,100,17
411345 LINDOESTE,20,-
411350 LOANDA,118,20
411370 LONDRINA,1210,717
411375 LUNARDELLI,18,11
411380 LUPIONOPOLIS,16,-
411390 MALLET,33,6
411400 MAMBORE,14,-
411420 MANDAGUARI,47,33
411430 MANDIRITUBA,46,-
411440 MANGUEIRINHA,50,9
411450 MANOEL RIBAS,32,-
411460 MARECHAL CANDIDO RONDON,22,54
411500 MARILENA,23,-
411520 MARINGA,703,842
411535 MARIPA,2,-
411540 MARMELEIRO,12,-
411550 MARUMBI,21,-
411560 MATELANDIA,43,5
411570 MATINHOS,12,-
411580 MEDIANEIRA,56,64
411600 MIRASELVA,10,-
411605 MISSAL,32,4
411620 MORRETES,18,-
411670 NOVA AURORA,47,3
411680 NOVA CANTU,20,2
411690 NOVA ESPERANCA,35,-
411695 NOVA ESPERANCA DO SUDOESTE,12,-
411700 NOVA FATIMA,14,2
411710 NOVA LONDRINA,31,2
411720 NOVA OLIMPIA,16,-
411722 NOVA SANTA ROSA,7,12
411727 NOVA TEBAS,49,-
411730 ORTIGUEIRA,-,11
411750 PAICANDU,32,-
411760 PALMAS,90,1
411770 PALMEIRA,30,6
411790 PALOTINA,48,20
411820 PARANAGUA,123,76
411830 PARANAPOEMA,5,-
411840 PARANAVAI,140,67
411845 PATO BRAGADO,20,-
411850 PATO BRANCO,166,106
411890 PEROLA,21,-
411910 PIEN,50,3
411915 PINHAIS,250,5
411920 PINHALAO,6,27
411940 PIRAI DO SUL,18,-
411950 PIRAQUARA,498,225
411960 PITANGA,81,8
411970 PLANALTINA DO PARANA,12,-
411980 PLANALTO,35,7
411990 PONTA GROSSA,477,205
411995 PONTAL DO PARANA,-,2
412000 PORECATU,31,-
412020 PORTO RICO,10,-
412033 PRADO FERREIRA,20,-
412035 PRANCHITA,31,8
412050 PRIMEIRO DE MAIO,10,-
412060 PRUDENTOPOLIS,115,10
412070 QUATIGUA,26,2
412090 QUEDAS DO IGUACU,45,-
412100 QUERENCIA DO NORTE,26,1
412120 QUITANDINHA,22,3
412130 RANCHO ALEGRE,16,-
412150 REBOUCAS,52,4
412180 RIBEIRAO CLARO,51,3
412190 RIBEIRAO DO PINHAL,51,-
412200 RIO AZUL,52,3
412220 RIO BRANCO DO SUL,30,-
412230 RIO NEGRO,30,10
412240 ROLANDIA,211,35
412250 RONCADOR,32,-
412260 RONDON,25,4
412265 ROSARIO DO IVAI,20,-
412290 SALTO DO ITARARE,16,-
412310 SANTA AMELIA,15,-
412350 SANTA HELENA,26,3
412370 SANTA ISABEL DO IVAI,19,8
412380 SANTA IZABEL DO OESTE,50,-
412390 SANTA MARIANA,40,-
412400 SANTANA DO ITARARE,20,-
412410 SANTO ANTONIO DA PLATINA,139,24
412420 SANTO ANTONIO DO CAIUA,10,-
412430 SANTO ANTONIO DO PARAISO,10,-
412440 SANTO ANTONIO DO SUDOESTE,23,5
412460 SAO CARLOS DO IVAI,16,1
412470 SAO JERONIMO DA SERRA,20,-
412490 SAO JOAO DO CAIUA,17,-
412500 SAO JOAO DO IVAI,18,-
412510 SAO JOAO DO TRIUNFO,25,-
412535 SAO JORGE DO PATROCINIO,22,-
412540 SAO JOSE DA BOA VISTA,18,-
412545 SAO JOSE DAS PALMEIRAS,19,3
412550 SAO JOSE DOS PINHAIS,113,56
412560 SAO MATEUS DO SUL,38,12
412570 SAO MIGUEL DO IGUACU,198,165
412580 SAO PEDRO DO IVAI,23,2
412600 SAO SEBASTIAO DA AMOREIRA,8,-
412620 SAPOPEMA,31,-
412625 SARANDI,98,54
412640 SERTANEJA,23,-
412650 SERTANOPOLIS,16,-
412660 SIQUEIRA CAMPOS,35,19
412667 TAMARANA,5,-
412670 TAMBOARA,9,-
412690 TAPIRA,7,-
412700 TEIXEIRA SOARES,5,-
412710 TELEMACO BORBA,145,62
412720 TERRA BOA,60,2
412730 TERRA RICA,27,4
412750 TIBAGI,30,-
412760 TIJUCAS DO SUL,16,-
412770 TOLEDO,167,192
412780 TOMAZINA,50,16
412785 TRES BARRAS DO PARANA,34,-
412788 TUNAS DO PARANA,6,-
412790 TUNEIRAS DO OESTE,22,-
412796 TURVO,49,4
412800 UBIRATA,51,55
412810 UMUARAMA,536,155
412820 UNIAO DA VITORIA,117,143
412840 URAI,46,2
412850 WENCESLAU BRAZ,50,-
412855 VERA CRUZ DO OESTE,26,1
412860 VERE,18,2
412863 DOUTOR ULYSSES,4,-
420010 ABELARDO LUZ,38,4
420020 AGROLANDIA,15,12
420040 AGUA DOCE,24,7
420070 ALFREDO WAGNER,27,-
420090 ANGELINA,34,11
420100 ANITA GARIBALDI,35,1
420110 ANITAPOLIS,21,22
420127 ARABUTA,19,4
420140 ARARANGUA,116,5
420150 ARMAZEM,36,-
420160 ARROIO TRINTA,20,2
420190 AURORA,13,1
420200 BALNEARIO CAMBORIU,97,207
420220 BENEDITO NOVO,1,1
420230 BIGUACU,63,-
420240 BLUMENAU,433,326
420250 BOM JARDIM DA SERRA,14,-
420260 BOM RETIRO,38,12
420280 BRACO DO NORTE,46,19
420290 BRUSQUE,248,65
420300 CACADOR,69,28
420310 CAIBI,18,2
420320 CAMBORIU,47,119
420330 CAMPO ALEGRE,20,10
420340 CAMPO BELO DO SUL,27,2
420350 CAMPO ERE,29,16
420360 CAMPOS NOVOS,55,21
420370 CANELINHA,18,-
420380 CANOINHAS,50,26
420390 CAPINZAL,59,4
420400 CATANDUVAS,23,10
420410 CAXAMBU DO SUL,24,3
420420 CHAPECO,270,154
420430 CONCORDIA,105,82
420440 CORONEL FREITAS,25,-
420455 CORREIA PINTO,19,-
420460 CRICIUMA,298,217
420470 CUNHA PORA,41,7
420480 CURITIBANOS,92,34
420490 DESCANSO,41,7
420500 DIONISIO CERQUEIRA,36,6
420530 FAXINAL DOS GUEDES,36,1
420540 FLORIANOPOLIS,1133,787
420550 FRAIBURGO,41,11
420580 GARUVA,-,20
420590 GASPAR,92,7
420640 GUARACIABA,30,2
420650 GUARAMIRIM,50,-
420660 GUARUJA DO SUL,19,2
420680 IBICARE,-,30
420690 IBIRAMA,80,-
420700 ICARA,87,4
420720 IMARUI,26,1
420730 IMBITUBA,64,8
420750 INDAIAL,106,13
420760 IPIRA,24,4
420765 IPORA DO OESTE,27,6
420770 IPUMIRIM,19,1
420780 IRANI,26,3
420790 IRINEOPOLIS,19,-
420800 ITA,26,9
420810 ITAIOPOLIS,13,-
420820 ITAJAI,404,54
420830 ITAPEMA,35,22
420840 ITAPIRANGA,30,13
420850 ITUPORANGA,44,16
420870 JACINTO MACHADO,34,12
420880 JAGUARUNA,44,5
420890 JARAGUA DO SUL,236,108
420900 JOACABA,126,104
420910 JOINVILLE,752,384
420915 JOSE BOITEUX,1,-
420930 LAGES,364,127
420940 LAGUNA,70,14
420950 LAURENTINO,1,-
420960 LAURO MULLER,34,-
420970 LEBON REGIS,41,-
420985 LINDOIA DO SUL,69,10
421000 LUIZ ALVES,50,-
421003 LUZERNA,86,5
421010 MAFRA,95,14
421030 MAJOR VIEIRA,30,5
421050 MARAVILHA,62,14
421060 MASSARANDUBA,19,2
421080 MELEIRO,30,20
421090 MODELO,27,4
421100 MONDAI,52,11
421105 MONTE CARLO,13,-
421120 MORRO DA FUMACA,84,24
421130 NAVEGANTES,56,4
421140 NOVA ERECHIM,27,6
421150 NOVA TRENTO,50,-
421160 NOVA VENEZA,50,10
421170 ORLEANS,36,19
421175 OTACILIO COSTA,49,-
421190 PALHOCA,-,47
421200 PALMA SOLA,30,6
421210 PALMITOS,53,10
421220 PAPANDUVA,30,5
421250 PENHA,22,48
421260 PERITIBA,26,6
421270 PETROLANDIA,14,2
421290 PINHALZINHO,24,15
421320 POMERODE,40,15
421330 PONTE ALTA,38,-
421340 PONTE SERRADA,67,13
421360 PORTO UNIAO,79,12
421370 POUSO REDONDO,28,7
421380 PRAIA GRANDE,50,1
421400 PRESIDENTE GETULIO,42,2
421420 QUILOMBO,44,6
421450 RIO DO CAMPO,24,-
421470 RIO DOS CEDROS,43,6
421480 RIO DO SUL,176,82
421490 RIO FORTUNA,24,6
421500 RIO NEGRINHO,82,14
421530 SALETE,31,-
421540 SALTO VELOSO,13,2
421550 SANTA CECILIA,85,35
421570 SANTO AMARO DA IMPERATRIZ,73,2
421580 SAO BENTO DO SUL,66,51
421590 SAO BONIFACIO,29,-
421600 SAO CARLOS,31,19
421620 SAO FRANCISCO DO SUL,37,-
421625 SAO JOAO DO OESTE,20,3
421630 SAO JOAO BATISTA,30,5
421650 SAO JOAQUIM,54,20
421660 SAO JOSE,708,243
421670 SAO JOSE DO CEDRO,22,5
421690 SAO LOURENCO DO OESTE,38,10
421710 SAO MARTINHO,20,2
421720 SAO MIGUEL DO OESTE,82,37
421725 SAO PEDRO DE ALCANTARA,108,-
421730 SAUDADES,29,2
421750 SEARA,39,12
421770 SOMBRIO,107,16
421780 TAIO,65,1
421790 TANGARA,30,10
421800 TIJUCAS,25,25
421810 TIMBE DO SUL,24,6
421820 TIMBO,125,23
421830 TRES BARRAS,49,11
421840 TREZE DE MAIO,39,2
421860 TROMBUDO CENTRAL,67,1
421870 TUBARAO,222,163
421875 TUNAPOLIS,57,3
421880 TURVO,36,24
421890 URUBICI,46,3
421900 URUSSANGA,69,27
421910 VARGEAO,20,4
421920 VIDAL RAMOS,20,-
421930 VIDEIRA,101,44
421935 VITOR MEIRELES,15,2
421940 WITMARSUM,21,-
421950 XANXERE,101,34
421960 XAVANTINA,20,3
421970 XAXIM,31,-
430003 ACEGUA,34,8
430010 AGUDO,41,12
430020 AJURICABA,38,10
430030 ALECRIM,30,20
430040 ALEGRETE,132,35
430050 ALPESTRE,22,1
430060 ALVORADA,90,21
430064 AMETISTA DO SUL,29,3
430070 ANTA GORDA,25,13
430080 ANTONIO PRADO,35,16
430090 ARATIBA,31,5
430100 ARROIO DO MEIO,65,5
430120 ARROIO DO TIGRE,61,15
430130 ARROIO GRANDE,36,12
430140 ARVOREZINHA,31,20
430150 AUGUSTO PESTANA,49,6
430160 BAGE,152,85
430190 BARRA DO RIBEIRO,43,-
430210 BENTO GONCALVES,138,115
430220 BOA VISTA DO BURICA,25,15
430230 BOM JESUS,28,8
430235 BOM PRINCIPIO,27,16
430240 BOM RETIRO DO SUL,36,14
430245 BOQUEIRAO DO LEAO,31,8
430270 BUTIA,38,-
430280 CACAPAVA DO SUL,59,20
430290 CACEQUI,30,6
430300 CACHOEIRA DO SUL,121,48
430310 CACHOEIRINHA,81,-
430330 CAIBATE,30,10
430340 CAICARA,33,8
430350 CAMAQUA,92,14
430360 CAMBARA DO SUL,32,-
430370 CAMPINA DAS MISSOES,46,9
430380 CAMPINAS DO SUL,49,-
430390 CAMPO BOM,91,-
430400 CAMPO NOVO,34,1
430420 CANDELARIA,78,26
430430 CANDIDO GODOI,32,7
430440 CANELA,39,9
430450 CANGUCU,76,24
430460 CANOAS,703,268
430463 CAPAO DA CANOA,86,5
430470 CARAZINHO,84,64
430480 CARLOS BARBOSA,35,37
430490 CASCA,25,8
430510 CAXIAS DO SUL,673,679
430520 CERRO LARGO,32,23
430530 CHAPADA,36,13
430535 CHARQUEADAS,54,-
430540 CHIAPETTA,25,5
430570 CONDOR,29,5
430580 CONSTANTINA,18,5
430590 CORONEL BICACO,19,11
430600 CRISSIUMAL,36,16
430610 CRUZ ALTA,98,163
430620 CRUZEIRO DO SUL,6,-
430630 DAVID CANABARRO,27,5
430640 DOIS IRMAOS,57,9
430645 DOIS LAJEADOS,35,15
430650 DOM FELICIANO,20,5
430660 DOM PEDRITO,98,26
430680 ENCANTADO,35,95
430690 ENCRUZILHADA DO SUL,47,12
430700 ERECHIM,146,116
430710 HERVAL,34,-
430750 ESPUMOSO,51,-
430755 ESTACAO,23,19
430760 ESTANCIA VELHA,51,-
430770 ESTEIO,151,7
430780 ESTRELA,83,27
430790 FARROUPILHA,83,53
430800 FAXINAL DO SOTURNO,55,13
430810 FELIZ,51,10
430820 FLORES DA CUNHA,33,18
430840 FORMIGUEIRO,20,-
430845 FORTALEZA DOS VALOS,21,3
430850 FREDERICO WESTPHALEN,77,18
430860 GARIBALDI,55,36
430870 GAURAMA,30,-
430890 GETULIO VARGAS,51,27
430900 GIRUA,42,7
430910 GRAMADO,59,33
430920 GRAVATAI,121,51
430925 GUABIJU,4,-
430930 GUAIBA,54,-
430940 GUAPORE,45,25
430950 GUARANI DAS MISSOES,35,9
430960 HORIZONTINA,47,25
430970 HUMAITA,24,6
431000 IBIRUBA,25,16
431010 IGREJINHA,51,20
431020 IJUI,183,176
431030 ILOPOLIS,24,16
431050 IRAI,55,15
431053 ITAARA,-,20
431060 ITAQUI,57,10
431070 ITATIBA DO SUL,10,-
431075 IVORA,19,5
431080 IVOTI,31,23
431085 JABOTICABA,44,8
431100 JAGUARAO,60,15
431110 JAGUARI,45,11
431112 JAQUIRANA,9,-
431120 JULIO DE CASTILHOS,49,18
431130 LAGOA VERMELHA,47,26
431140 LAJEADO,111,38
431150 LAVRAS DO SUL,23,1
431180 MARAU,57,72
431190 MARCELINO RAMOS,41,11
431200 MARIANO MORO,10,-
431205 MARQUES DE SOUZA,30,10
431210 MATA,15,5
431220 MAXIMILIANO DE ALMEIDA,30,10
431240 MONTENEGRO,128,82
431250 MOSTARDAS,29,-
431260 MUCUM,25,6
431265 NAO-ME-TOQUE,33,17
431270 NONOAI,53,25
431290 NOVA BASSANO,29,21
431300 NOVA BRESCIA,23,14
431310 NOVA PALMA,36,16
431320 NOVA PETROPOLIS,26,8
431330 NOVA PRATA,43,28
431340 NOVO HAMBURGO,262,225
431350 OSORIO,77,17
431360 PAIM FILHO,48,4
431365 PALMARES DO SUL,30,9
431370 PALMEIRA DAS MISSOES,77,15
431380 PALMITINHO,48,3
431390 PANAMBI,48,23
431400 PARAI,28,12
431402 PARAISO DO SUL,27,2
431405 PAROBE,137,18
431410 PASSO FUNDO,562,457
431420 PEDRO OSORIO,40,6
431430 PEJUCARA,11,7
431440 PELOTAS,696,339
431447 PINHAL GRANDE,18,12
431450 PINHEIRO MACHADO,51,-
431460 PIRATINI,82,20
431470 PLANALTO,45,5
431480 PORTAO,51,-
431490 PORTO ALEGRE,4026,2682
431500 PORTO LUCENA,25,15
431510 PORTO XAVIER,31,19
431515 PROGRESSO,50,-
431520 PUTINGA,18,12
431530 QUARAI,51,11
431535 QUINZE DE NOVEMBRO,14,5
431550 RESTINGA SECA,43,8
431560 RIO GRANDE,383,72
431570 RIO PARDO,97,-
431575 RIOZINHO,30,3
431580 ROCA SALES,26,12
431590 RODEIO BONITO,39,12
431600 ROLANTE,50,2
431610 RONDA ALTA,99,14
431620 RONDINHA,23,10
431630 ROQUE GONZALES,32,3
431640 ROSARIO DO SUL,55,41
431643 SALDANHA MARINHO,14,-
431645 SALTO DO JACUI,23,9
431650 SALVADOR DO SUL,25,7
431660 SANANDUVA,48,18
431670 SANTA BARBARA DO SUL,38,13
431680 SANTA CRUZ DO SUL,192,125
431690 SANTA MARIA,517,461
431700 SANTANA DA BOA VISTA,30,-
431710 SANT'ANA DO LIVRAMENTO,90,104
431720 SANTA ROSA,115,68
431730 SANTA VITORIA DO PALMAR,51,9
431740 SANTIAGO,101,40
431750 SANTO ANGELO,131,82
431760 SANTO ANTONIO DA PATRULHA,80,-
431780 SANTO AUGUSTO,57,23
431790 SANTO CRISTO,34,22
431800 SAO BORJA,111,47
431810 SAO FRANCISCO DE ASSIS,55,10
431820 SAO FRANCISCO DE PAULA,79,6
431830 SAO GABRIEL,143,38
431840 SAO JERONIMO,178,16
431843 SAO JOAO DO POLESINE,50,-
431850 SAO JOSE DO NORTE,50,-
431860 SAO JOSE DO OURO,40,14
431870 SAO LEOPOLDO,200,30
431880 SAO LOURENCO DO SUL,137,41
431890 SAO LUIZ GONZAGA,103,19
431900 SAO MARCOS,45,30
431910 SAO MARTINHO,35,14
431915 SAO MIGUEL DAS MISSOES,30,8
431930 SAO PAULO DAS MISSOES,25,11
431940 SAO PEDRO DO SUL,46,6
431950 SAO SEBASTIAO DO CAI,58,31
431960 SAO SEPE,55,10
431980 SAO VICENTE DO SUL,40,1
431990 SAPIRANGA,88,40
432000 SAPUCAIA DO SUL,185,50
432010 SARANDI,62,16
432020 SEBERI,54,15
432026 SEGREDO,27,7
432030 SELBACH,20,12
432040 SERAFINA CORREA,36,19
432045 SERIO,10,-
432050 SERTAO,37,12
432060 SEVERIANO DE ALMEIDA,45,12
432067 SINIMBU,45,3
432070 SOBRADINHO,41,63
432080 SOLEDADE,59,38
432090 TAPEJARA,62,36
432100 TAPERA,28,13
432120 TAQUARA,71,-
432130 TAQUARI,41,9
432140 TENENTE PORTELA,72,22
432143 TERRA DE AREIA,-,3
432145 TEUTONIA,57,19
432150 TORRES,59,4
432160 TRAMANDAI,94,-
432170 TRES COROAS,51,4
432180 TRES DE MAIO,41,28
432190 TRES PASSOS,63,31
432195 TRINDADE DO SUL,48,-
432200 TRIUNFO,36,14
432210 TUCUNDUVA,22,12
432220 TUPANCIRETA,62,23
432230 TUPARENDI,26,11
432240 URUGUAIANA,110,43
432250 VACARIA,101,34
432253 VALE DO SOL,29,10
432260 VENANCIO AIRES,71,30
432270 VERA CRUZ,42,7
432280 VERANOPOLIS,39,34
432290 VIADUTOS,36,14
432300 VIAMAO,180,10
432380 XANGRI-LA,-,38
500020 AGUA CLARA,21,-
500025 ALCINOPOLIS,10,-
500060 AMAMBAI,57,29
500070 ANASTACIO,24,1
500080 ANAURILANDIA,8,4
500085 ANGELICA,14,13
500090 ANTONIO JOAO,10,-
500100 APARECIDA DO TABOADO,37,28
500110 AQUIDAUANA,116,38
500124 ARAL MOREIRA,9,-
500150 BANDEIRANTES,12,-
500190 BATAGUASSU,21,21
500210 BELA VISTA,28,4
500215 BODOQUENA,8,-
500220 BONITO,32,-
500230 BRASILANDIA,11,9
500240 CAARAPO,20,19
500260 CAMAPUA,17,4
500270 CAMPO GRANDE,1482,1057
500280 CARACOL,13,-
500290 CASSILANDIA,34,28
500295 CHAPADAO DO SUL,50,-
500315 CORONEL SAPUCAIA,9,-
500320 CORUMBA,115,42
500325 COSTA RICA,45,14
500330 COXIM,65,28
500345 DEODAPOLIS,12,-
500348 DOIS IRMAOS DO BURITI,13,-
500370 DOURADOS,346,192
500375 ELDORADO,18,12
500380 FATIMA DO SUL,49,10
500390 FIGUEIRAO,9,-
500400 GLORIA DE DOURADOS,9,2
500410 GUIA LOPES DA LAGUNA,16,10
500430 IGUATEMI,32,6
500440 INOCENCIA,13,-
500450 ITAPORA,22,-
500460 ITAQUIRAI,14,13
500470 IVINHEMA,32,-
500500 JARDIM,37,6
500510 JATEI,19,2
500515 JUTI,9,-
500520 LADARIO,-,10
500525 LAGUNA CARAPA,6,-
500540 MARACAJU,44,10
500560 MIRANDA,23,-
500568 MUNDO NOVO,42,6
500570 NAVIRAI,72,17
500580 NIOAQUE,6,-
500600 NOVA ALVORADA DO SUL,19,-
500620 NOVA ANDRADINA,74,29
500625 NOVO HORIZONTE DO SUL,12,5
500630 PARANAIBA,149,52
500635 PARANHOS,10,-
500640 PEDRO GOMES,34,-
500660 PONTA PORA,107,34
500690 PORTO MURTINHO,16,-
500710 RIBAS DO RIO PARDO,16,-
500720 RIO BRILHANTE,54,5
500730 RIO NEGRO,7,14
500740 RIO VERDE DE MATO GROSSO,25,-
500750 ROCHEDO,7,-
500755 SANTA RITA DO PARDO,8,-
500769 SAO GABRIEL DO OESTE,45,-
500770 SETE QUEDAS,18,-
500780 SELVIRIA,11,-
500790 SIDROLANDIA,36,17
500793 SONORA,10,12
500795 TACURU,8,-
500797 TAQUARUSSU,6,-
500830 TRES LAGOAS,162,88
500840 VICENTINA,7,-
510020 AGUA BOA,67,15
510025 ALTA FLORESTA,67,73
510030 ALTO ARAGUAIA,23,53
510060 ALTO TAQUARI,19,5
510080 APIACAS,31,-
510100 ARAGUAIANA,12,-
510125 ARAPUTANGA,16,3
510130 ARENAPOLIS,40,-
510140 ARIPUANA,27,4
510160 BARAO DE MELGACO,11,-
510170 BARRA DO BUGRES,39,-
510180 BARRA DO GARCAS,65,47
510190 BRASNORTE,40,-
510250 CACERES,336,2
510260 CAMPINAPOLIS,25,-
510263 CAMPO NOVO DO PARECIS,29,1
510267 CAMPO VERDE,60,6
510268 CAMPOS DE JULIO,16,-
510269 CANABRAVA DO NORTE,5,-
510270 CANARANA,29,19
510300 CHAPADA DOS GUIMARAES,-,1
510305 CLAUDIA,33,-
510310 COCALINHO,16,-
510320 COLIDER,62,49
510325 COLNIZA,34,3
510330 COMODORO,31,11
510335 CONFRESA,69,7
510337 COTRIGUACU,33,-
510340 CUIABA,1284,592
510350 DIAMANTINO,29,-
510360 DOM AQUINO,15,5
510385 GAUCHA DO NORTE,17,-
510390 GENERAL CARNEIRO,14,-
510410 GUARANTA DO NORTE,29,14
510420 GUIRATINGA,18,4
510455 ITAUBA,16,-
510460 ITIQUIRA,35,-
510480 JACIARA,58,-
510500 JAURU,32,5
510510 JUARA,36,31
510515 JUINA,87,27
510517 JURUENA,18,-
510520 JUSCIMEIRA,15,-
510525 LUCAS DO RIO VERDE,139,10
510550 VILA BELA DA SANTISSIMA TRINDADE,46,7
510558 MARCELANDIA,22,-
510560 MATUPA,26,18
510562 MIRASSOL D'OESTE,70,11
510590 NOBRES,34,7
